Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time min,Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
Godzilla 2000,10037390.0,10037390.0,,1000000.0,Aug 18 2000,PG,,Sony Pictures,Remake,Action,Science Fiction,,,,
Godsend,14334645.0,16910708.0,,30000000.0,Apr 30 2004,PG-13,,Lionsgate,Original Screenplay,Thriller/Suspense,Science Fiction,,4.0,4.7,13866.0
Godzilla,136314294.0,376000000.0,,125000000.0,May 19 1998,PG-13,139.0,Sony Pictures,Remake,Action,Science Fiction,Roland Emmerich,25.0,4.8,59455.0
Smiling Fish and Goat on Fire,277233.0,277233.0,,40000.0,Aug 25 2000,R,,,,,,,,,
Gone in 60 Seconds,101643008.0,232643008.0,,103300000.0,Jun 09 2000,PG-13,118.0,,,,,,,6.4,2940.0
Good,27276.0,27276.0,,16000000.0,Dec 31 2008,R,,ThinkFilm,Based on Play,Drama,Historical Fiction,,34.0,6.2,1926.0
Good Will Hunting,138433435.0,225933435.0,,10000000.0,Feb 20 1987,R,126.0,Miramax,Original Screenplay,Drama,Contemporary Fiction,Gus Van Sant,97.0,8.1,150415.0
Gosford Park,41300105.0,41300105.0,,18000000.0,Dec 26 2001,R,137.0,USA Films,Original Screenplay,Comedy,Historical Fiction,Robert Altman,86.0,7.3,36648.0
Gossip,5108820.0,12591270.0,,14000000.0,Apr 21 2000,R,,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,,28.0,,
The Game Plan,90648202.0,147914546.0,50113315.0,22000000.0,Sep 22 2007,PG,110.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Andy Fickman,27.0,6.3,14984.0
Girl with a Pearl Earring,11634362.0,22106210.0,,12000000.0,Dec 12 2003,PG-13,,Lionsgate,Based on Book/Short Story,Drama,Historical Fiction,Peter Webber,71.0,7.1,23493.0
Galaxy Quest,71423726.0,90523726.0,,45000000.0,Dec 25 1999,PG,104.0,Dreamworks SKG,Original Screenplay,Comedy,Science Fiction,,89.0,7.2,52507.0
Saving Grace,12178602.0,24325623.0,,4000000.0,Aug 04 2000,R,,Fine Line,Original Screenplay,Comedy,Contemporary Fiction,,63.0,6.8,8543.0
Gracie,2956339.0,3036736.0,,9000000.0,Jun 01 2007,PG-13,98.0,Picturehouse,Based on Real Life Events,Drama,Dramatization,,59.0,6.2,2084.0
The Great Raid,10166502.0,10597070.0,,60000000.0,Aug 12 2005,R,,Miramax,Based on Book/Short Story,Action,Historical Fiction,John Dahl,36.0,6.8,8894.0
The Grand,115879.0,115879.0,,3000000.0,Mar 21 2008,R,,Anchor Bay Entertainment,Original Screenplay,Comedy,Contemporary Fiction,Zak Penn,,6.1,3346.0
The Constant Gardener,33579798.0,81079798.0,,25500000.0,Aug 31 2005,R,,Focus Features,Based on Book/Short Story,Drama,Historical Fiction,Fernando Meirelles,83.0,7.6,50763.0
Garden State,26782316.0,32381151.0,,2500000.0,Jul 28 2004,R,109.0,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Zach Braff,86.0,7.9,92594.0
Grease,305260.0,206005260.0,21249794.0,6000000.0,Jun 16 1978,PG,,Paramount Pictures,Based on Musical/Opera,Musical,Historical Fiction,Randal Kleiser,83.0,7.0,60146.0
Green Zone,35053660.0,84788541.0,14424476.0,100000000.0,Mar 12 2010,R,,Universal,Based on Factual Book/Article,Drama,Historical Fiction,Paul Greengrass,55.0,7.1,26759.0
George Of The Jungle,105263257.0,174463257.0,,55000000.0,Jul 16 1997,PG,91.0,Walt Disney Pictures,Based on TV,Comedy,Kids Fiction,,54.0,5.3,19685.0
The Brothers Grimm,37899638.0,105299638.0,,80000000.0,Aug 26 2005,PG-13,,Miramax/Dimension,Original Screenplay,Adventure,Fantasy,Terry Gilliam,37.0,5.9,43532.0
The Girl Next Door,14589444.0,18589444.0,,25000000.0,Apr 09 2004,R,,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Luke Greenfield,56.0,7.0,5614.0
How the Grinch Stole Christmas,260044825.0,345141403.0,,123000000.0,Nov 17 2000,PG,104.0,Universal,Based on Book/Short Story,Comedy,Kids Fiction,Ron Howard,53.0,5.7,40310.0
Grindhouse,25031037.0,50187789.0,31070911.0,53000000.0,Apr 06 2007,R,191.0,Weinstein/Dimension,Original Screenplay,Horror,Fantasy,Robert Rodriguez,,7.9,82770.0
Get Rich or Die Tryin',30981850.0,46437122.0,9906347.0,40000000.0,Nov 09 2005,R,,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Jim Sheridan,16.0,4.0,18126.0
Wallace & Gromit: The Curse of the Were-Rabbit,56068547.0,185724838.0,35069986.0,30000000.0,Oct 05 2005,G,85.0,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Nick Park,95.0,7.9,38158.0
Groove,1115313.0,1167524.0,,500000.0,Jun 09 2000,R,,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,,56.0,5.8,2486.0
Grosse Point Blank,28084357.0,28084357.0,,15000000.0,Apr 11 1997,R,106.0,Walt Disney Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,,,7.4,41523.0
The Grudge 2,39143839.0,68643839.0,8293678.0,20000000.0,Oct 13 2006,PG-13,102.0,Sony Pictures,Remake,Horror,Contemporary Fiction,,10.0,4.6,16024.0
The Grudge,110359362.0,187281115.0,,10000000.0,Oct 22 2004,PG-13,96.0,Sony Pictures,Remake,Horror,Contemporary Fiction,,39.0,5.7,43218.0
Grown Ups,161094625.0,250294625.0,,75000000.0,Jun 25 2010,PG-13,102.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,9.0,5.8,13488.0
Ghost Dog: Way of the Samurai,3330230.0,6030230.0,,2000000.0,Mar 03 2000,R,,Artisan,Original Screenplay,Drama,Contemporary Fiction,Jim Jarmusch,,,
Guess Who,68915888.0,102115888.0,,35000000.0,Mar 25 2005,PG-13,103.0,Sony Pictures,Remake,Comedy,Contemporary Fiction,,43.0,5.7,15789.0
Get Carter,14967182.0,19417182.0,,40000000.0,Oct 06 2000,R,,Warner Bros.,Remake,Drama,Contemporary Fiction,,12.0,4.8,14196.0
Get Over It,11560259.0,11560259.0,,10000000.0,Mar 09 2001,PG-13,,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,,45.0,5.5,9350.0
Veronica Guerin,1569918.0,9438074.0,,17000000.0,Oct 17 2003,R,,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,Joel Schumacher,54.0,6.8,8778.0
The Guru,3051221.0,23788368.0,,11000000.0,Jan 31 2003,R,,Universal,Original Screenplay,Comedy,Contemporary Fiction,,,5.5,9239.0
A Guy Thing,15543862.0,17430594.0,,20000000.0,Jan 17 2003,PG-13,,MGM,Original Screenplay,Romantic Comedy,Contemporary Fiction,,,5.5,8147.0
Ghost World,6217849.0,8764007.0,,5500000.0,Jul 20 2001,R,,MGM,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Terry Zwigoff,92.0,7.7,42973.0
Halloween 2,33392973.0,38512850.0,6646073.0,15000000.0,Aug 28 2009,R,105.0,Weinstein/Dimension,,Horror,Fantasy,Rob Zombie,,4.5,9284.0
Hairspray,118823091.0,202823091.0,104104829.0,75000000.0,Jul 20 2007,PG,117.0,New Line,Remake,Musical,Historical Fiction,Adam Shankman,91.0,7.2,41511.0
Half Baked,17394881.0,17394881.0,,8000000.0,Jan 16 1998,R,84.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,,29.0,6.3,18791.0
Hamlet,4501094.0,7129670.0,,18000000.0,Dec 25 1996,PG-13,,Sony Pictures,Based on Play,Drama,Historical Fiction,,94.0,6.0,5147.0
Hamlet,1577287.0,2288841.0,,2000000.0,May 12 2000,R,,Miramax,Based on Play,Drama,Contemporary Fiction,,71.0,6.0,5147.0
Hannibal the Conqueror,0.0,0.0,,50000000.0,Dec 31 1969,,,Sony Pictures,Based on Book/Short Story,,Dramatization,Vin Diesel,,,
Hancock,227946274.0,624346274.0,89352567.0,150000000.0,Jul 02 2008,PG-13,,Sony Pictures,Original Screenplay,Action,Super Hero,Peter Berg,40.0,6.5,100822.0
Happily N'Ever After,15849032.0,38344430.0,16559473.0,47000000.0,Jan 05 2007,PG,,Lionsgate,Original Screenplay,Comedy,Kids Fiction,,,3.9,4678.0
The Happening,64506874.0,163403799.0,21432877.0,60000000.0,Jun 13 2008,R,89.0,20th Century Fox,Original Screenplay,Thriller/Suspense,Science Fiction,M. Night Shyamalan,18.0,5.2,72259.0
"Happy, Texas",2039192.0,2039192.0,,1700000.0,Oct 01 1999,PG-13,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,,82.0,7.5,198.0
Hard Candy,1024640.0,1881243.0,,950000.0,Apr 14 2006,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,,,7.2,45791.0
Harsh Times,3337931.0,5963961.0,2638319.0,2000000.0,Nov 10 2006,R,120.0,MGM,Original Screenplay,Drama,Contemporary Fiction,,48.0,7.0,26347.0
Harvard Man,56653.0,56653.0,,5500000.0,May 17 2002,R,,,,Drama,,,,4.9,2758.0
Harry Brown,1818681.0,6294140.0,,7300000.0,Apr 30 2010,R,,Samuel Goldwyn Films,,Thriller/Suspense,,,,7.4,14297.0
The House Bunny,48237389.0,70237389.0,15442818.0,25000000.0,Aug 22 2008,PG-13,98.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Fred Wolf,39.0,5.5,18964.0
The Devil's Rejects,17044981.0,20940428.0,,7000000.0,Jul 22 2005,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Rob Zombie,54.0,6.9,36082.0
"House of 1,000 Corpses",12634962.0,16829545.0,,7000000.0,Apr 11 2003,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Rob Zombie,,5.5,3311.0
The House of the Dead,10199354.0,13767816.0,,7000000.0,Oct 10 2003,R,,Artisan,Based on Game,Horror,Contemporary Fiction,Uwe Boll,,6.5,5541.0
Hidalgo,67286731.0,107336658.0,,78000000.0,Mar 05 2004,PG-13,136.0,Walt Disney Pictures,Original Screenplay,Western,Historical Fiction,Joe Johnston,46.0,6.6,23604.0
Hide and Seek,51100486.0,123100486.0,,25000000.0,Jan 28 2005,R,105.0,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,12.0,5.6,30891.0
Hoodwinked,51386611.0,110011106.0,31171440.0,17500000.0,Dec 16 2005,PG,80.0,Weinstein Co.,Traditional/Legend/Fairytale,Comedy,Fantasy,,,6.7,20461.0
How Do You Know?,0.0,0.0,,90000000.0,Dec 17 2010,,,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,,,,
Head of State,37788228.0,38283765.0,,35200000.0,Mar 28 2003,PG-13,95.0,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Chris Rock,30.0,5.1,8447.0
Hedwig and the Angry Inch,3067312.0,3643900.0,,6000000.0,Jul 20 2001,R,,Fine Line,Based on Musical/Opera,Musical,Contemporary Fiction,,92.0,7.6,14766.0
Pooh's Heffalump Movie,18098433.0,52858433.0,,20000000.0,Feb 11 2005,G,,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,,80.0,6.3,1605.0
He Got Game,21567853.0,21567853.0,,25000000.0,May 01 1998,R,134.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Spike Lee,80.0,6.8,14494.0
Heist,23483357.0,28483168.0,,35000000.0,Nov 09 2001,R,109.0,New Line,Original Screenplay,Action,Contemporary Fiction,David Mamet,66.0,3.2,77.0
Hellboy 2: The Golden Army,75986503.0,160388063.0,43689202.0,82500000.0,Jul 11 2008,PG-13,,Universal,Based on Comic/Graphic Novel,Action,Super Hero,Guillermo Del Toro,,7.3,61902.0
Hellboy,59623958.0,99823958.0,,60000000.0,Apr 02 2004,PG-13,122.0,Sony Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Guillermo Del Toro,81.0,6.8,67763.0
Raising Helen,37485528.0,43340302.0,,50000000.0,May 28 2004,PG-13,119.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Garry Marshall,22.0,5.7,10526.0
A Home at the End of the World,1029017.0,1033810.0,,6500000.0,Jul 23 2004,R,,Warner Independent,Based on Book/Short Story,Drama,Historical Fiction,,48.0,6.7,7180.0
Jet Li's Hero,53652140.0,177352140.0,,17000000.0,Aug 27 2004,PG-13,96.0,Miramax,Original Screenplay,Action,Historical Fiction,Yimou Zhang,,,
Here on Earth,10494147.0,10845127.0,,15000000.0,Mar 24 2000,PG-13,,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,,18.0,4.6,4929.0
House of Flying Daggers,11050094.0,92863945.0,,12000000.0,Dec 03 2004,PG-13,,Sony Pictures Classics,Original Screenplay,Action,Historical Fiction,Yimou Zhang,,,
Head Over Heels,10397365.0,10397365.0,,14000000.0,Feb 02 2001,PG-13,,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Mark Waters,9.0,4.8,6574.0
The Haunting,91188905.0,180188905.0,,80000000.0,Jul 23 1999,PG-13,114.0,Dreamworks SKG,Based on Book/Short Story,Horror,Contemporary Fiction,Jan De Bont,17.0,4.6,31808.0
High Crimes,41543207.0,63781100.0,,42000000.0,Apr 05 2002,PG-13,115.0,20th Century Fox,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Carl Franklin,31.0,6.1,14428.0
High Fidelity,27277055.0,47881663.0,,20000000.0,Mar 31 2000,R,114.0,Walt Disney Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Stephen Frears,92.0,7.6,69740.0
Highlander: Endgame,12801190.0,12801190.0,,15000000.0,Sep 01 2000,R,,Miramax/Dimension,Original Screenplay,Action,Fantasy,,,4.3,8421.0
High Heels and Low Lifes,226792.0,226792.0,,10000000.0,Oct 26 2001,R,,Walt Disney Pictures,,,,,20.0,6.1,2205.0
High School Musical 3: Senior Year,90556401.0,251056401.0,59373004.0,11000000.0,Oct 24 2008,G,,Walt Disney Pictures,Based on TV,Musical,Contemporary Fiction,,66.0,3.7,18587.0
The History Boys,2730296.0,13425589.0,,3700000.0,Nov 21 2006,R,,Fox Searchlight,Based on Play,Comedy,Contemporary Fiction,,63.0,6.7,10293.0
A History of Violence,31493782.0,59993782.0,38659936.0,32000000.0,Sep 23 2005,R,,New Line,Based on Comic/Graphic Novel,Drama,Contemporary Fiction,David Cronenberg,87.0,7.6,79738.0
Hitch,177784257.0,366784257.0,,55000000.0,Feb 11 2005,PG-13,113.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Andy Tennant,69.0,5.7,89.0
Hitman,39687694.0,99965792.0,28077100.0,17500000.0,Nov 21 2007,R,93.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,,14.0,6.8,520.0
Harold & Kumar Escape from Guantanamo Bay,38108728.0,43231984.0,24609630.0,12000000.0,Apr 25 2008,R,,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,54.0,6.7,42358.0
Harold & Kumar Go to White Castle,18225165.0,18225165.0,,9000000.0,Jul 30 2004,R,,New Line,Original Screenplay,Comedy,Contemporary Fiction,,74.0,7.2,56030.0
Held Up,4714090.0,4714090.0,,8000000.0,May 12 2000,PG-13,,Trimark,Original Screenplay,Comedy,Contemporary Fiction,,17.0,4.7,1840.0
The Hills Have Eyes II,20804166.0,37466538.0,30512461.0,15000000.0,Mar 23 2007,R,88.0,20th Century Fox,Remake,Horror,Fantasy,,,5.0,17948.0
The Hills Have Eyes,41778863.0,69623713.0,20576805.0,17000000.0,Mar 10 2006,R,,Fox Searchlight,Remake,Horror,Contemporary Fiction,Alexandre Aja,49.0,6.5,43747.0
How to Lose Friends & Alienate People,2775593.0,12031443.0,,28000000.0,Oct 03 2008,R,109.0,MGM,Based on Book/Short Story,Comedy,Contemporary Fiction,,36.0,6.7,25756.0
Half Past Dead,15567860.0,19233280.0,,25000000.0,Nov 15 2002,PG-13,,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,,2.0,4.1,6909.0
Halloween: H2O,55041738.0,55041738.0,,17000000.0,Aug 05 1998,R,85.0,Miramax,,Horror,Contemporary Fiction,Steve Miner,,,
Halloween: Resurrection,30259652.0,37659652.0,,15000000.0,Jul 12 2002,R,89.0,Miramax/Dimension,,Horror,Contemporary Fiction,Rick Rosenthal,,3.9,13181.0
Holy Man,12069719.0,12069719.0,,60000000.0,Oct 09 1998,PG,,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Stephen Herek,12.0,4.7,9105.0
Milk,31841299.0,50164027.0,11075466.0,20000000.0,Nov 26 2008,R,,Focus Features,Based on Real Life Events,Drama,Dramatization,Gus Van Sant,94.0,3.6,479.0
Hamlet 2,4886216.0,4898285.0,,9000000.0,Aug 22 2008,R,,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,Andrew Fleming,64.0,6.4,9017.0
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,65281781.0,71281781.0,18154740.0,6500000.0,Feb 01 2008,G,,Walt Disney Pictures,Based on Real Life Events,Concert/Performance,Factual,,71.0,,
Home on the Range,50026353.0,76482461.0,,110000000.0,Apr 02 2004,PG,94.0,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,,54.0,5.4,4772.0
Hannibal Rising,27669725.0,80583311.0,23365803.0,50000000.0,Feb 09 2007,R,121.0,Weinstein Co.,Based on Book/Short Story,Thriller/Suspense,Historical Fiction,Peter Webber,15.0,6.0,28690.0
The Hangover,277322503.0,465132119.0,165916727.0,35000000.0,Jun 05 2009,R,99.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Todd Phillips,78.0,7.9,127634.0
Hanging Up,36037909.0,51867723.0,,40000000.0,Feb 18 2000,PG-13,95.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,12.0,4.3,6098.0
The Hoax,7164995.0,7164995.0,,25000000.0,Apr 06 2007,R,,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,Lasse Hallstrom,85.0,6.9,9171.0
Holes,67383924.0,72383924.0,,20000000.0,Apr 18 2003,PG,117.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Andrew Davis,77.0,7.1,19388.0
The Holiday,63280000.0,205190324.0,71449071.0,85000000.0,Dec 08 2006,PG-13,131.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Nancy Meyers,47.0,6.9,48215.0
Hollow Man,73209340.0,191200000.0,,90000000.0,Aug 04 2000,R,112.0,Sony Pictures,Original Screenplay,Horror,Science Fiction,Paul Verhoeven,28.0,5.5,41499.0
Holy Girl,304124.0,1261792.0,,1400000.0,Apr 29 2005,R,,Fine Line,Original Screenplay,Drama,,,,,
Home Fries,10513979.0,10513979.0,,15000000.0,Nov 25 1998,PG-13,,Warner Bros.,Original Screenplay,Black Comedy,Contemporary Fiction,,31.0,4.7,4806.0
Honey,30272254.0,62192232.0,,18000000.0,Dec 05 2003,PG-13,94.0,Universal,Original Screenplay,Drama,Contemporary Fiction,Bille Woodruff,20.0,4.6,13026.0
The Honeymooners,12834849.0,13174426.0,,27000000.0,Jun 10 2005,PG-13,,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,John Schultz,14.0,2.6,5012.0
Hoot,8117637.0,8224998.0,11095119.0,15000000.0,May 05 2006,PG,,New Line,Based on Book/Short Story,Comedy,Contemporary Fiction,,26.0,5.3,2830.0
Hope Floats,60110313.0,81529000.0,,30000000.0,May 29 1998,PG-13,114.0,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,Forest Whitaker,23.0,5.3,9168.0
Horton Hears a Who,154529439.0,297133947.0,73524948.0,85000000.0,Mar 14 2008,G,,20th Century Fox,Based on Book/Short Story,Adventure,Fantasy,,,7.2,31323.0
Hostel: Part II,17544812.0,33606409.0,16230816.0,7500000.0,Jun 08 2007,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Eli Roth,45.0,5.4,31511.0
Hostage,34636443.0,77636443.0,,75000000.0,Mar 11 2005,R,,Miramax,Based on Book/Short Story,Action,Contemporary Fiction,,,7.3,3070.0
Hostel,47326473.0,80578934.0,23835218.0,4800000.0,Jan 06 2006,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Eli Roth,,5.7,64642.0
Hot Rod,13938332.0,14334401.0,24152720.0,25000000.0,Aug 03 2007,PG-13,83.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,40.0,6.5,22250.0
The Hours,41675994.0,108775994.0,,25000000.0,Dec 27 2002,PG-13,115.0,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Stephen Daldry,80.0,7.6,44618.0
Life as a House,15652637.0,23889158.0,,18000000.0,Oct 26 2001,R,,New Line,Original Screenplay,Drama,Contemporary Fiction,,46.0,7.5,19308.0
Bringing Down the House,132675402.0,164675402.0,,20000000.0,Mar 07 2003,PG-13,105.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Adam Shankman,34.0,5.4,16242.0
House of Wax,32064800.0,70064800.0,,35000000.0,May 06 2005,R,,Warner Bros.,Remake,Horror,Contemporary Fiction,,25.0,5.4,32159.0
How to Deal,14108518.0,14108518.0,,16000000.0,Jul 18 2003,PG-13,,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,,29.0,5.4,5292.0
How High,31155435.0,31260435.0,,12000000.0,Dec 21 2001,R,93.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,,27.0,5.5,14470.0
Def Jam's How To Be a Player,14010363.0,14010363.0,,12000000.0,Aug 06 1997,R,93.0,Gramercy,Original Screenplay,Comedy,Contemporary Fiction,,,,
Harry Potter and the Chamber of Secrets,261987880.0,878987880.0,,100000000.0,Nov 15 2002,PG,161.0,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Chris Columbus,82.0,7.2,120063.0
Harry Potter and the Prisoner of Azkaban,249538952.0,795538952.0,,130000000.0,Jun 04 2004,PG,141.0,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Alfonso Cuaron,90.0,7.7,108928.0
Harry Potter and the Goblet of Fire,290013036.0,896013036.0,215701005.0,150000000.0,Nov 18 2005,PG-13,157.0,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Mike Newell,88.0,7.6,111946.0
Harry Potter and the Order of the Phoenix,292004738.0,938468864.0,220867077.0,150000000.0,Jul 11 2007,PG-13,138.0,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,David Yates,78.0,7.4,104074.0
Harry Potter and the Half-Blood Prince,301959197.0,937499905.0,103574938.0,250000000.0,Jul 15 2009,PG,153.0,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,David Yates,83.0,7.3,73720.0
Harry Potter and the Sorcerer's Stone,317557891.0,976457891.0,,125000000.0,Nov 16 2001,PG,152.0,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Chris Columbus,,7.2,132238.0
Happy Feet,198000317.0,385000317.0,203263968.0,85000000.0,Nov 17 2006,PG,108.0,Warner Bros.,Original Screenplay,Adventure,Kids Fiction,George Miller,74.0,6.7,42369.0
Hercules,99112101.0,250700000.0,,70000000.0,Jun 15 1997,G,92.0,Walt Disney Pictures,Based on Book/Short Story,Adventure,Historical Fiction,,84.0,6.8,21902.0
Hardball,40222729.0,44102389.0,,21000000.0,Sep 14 2001,PG-13,106.0,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Brian Robbins,38.0,4.1,165.0
Hard Rain,19870567.0,19870567.0,,70000000.0,Jan 16 1998,R,96.0,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,,26.0,5.6,14375.0
The Horse Whisperer,75383563.0,75383563.0,,60000000.0,May 15 1998,PG-13,168.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Robert Redford,71.0,6.3,15831.0
The Heart of Me,196067.0,196067.0,,7000000.0,Jun 13 2003,R,,,,,,,,6.3,1342.0
Casa de Areia,539285.0,1178175.0,,3750000.0,Aug 11 2006,R,,Sony Pictures Classics,Original Screenplay,Drama,Historical Fiction,,,7.5,1519.0
Sorority Row,11965282.0,26735797.0,1350584.0,12500000.0,Sep 11 2009,R,,Summit Entertainment,Remake,Horror,Contemporary Fiction,,22.0,5.1,7097.0
Hart's War,19076815.0,33076815.0,,70000000.0,Feb 15 2002,R,,MGM,Based on Book/Short Story,Drama,Historical Fiction,,58.0,6.2,19541.0
